source,page,text,entity_text,entity_label,entity_loc_score
Fugues_jan_2005_OCR.pdf,28,"Dès 21h. Bar Aigle Noir, 1315, rue Sainte- Catherine Est, Montréal. Info: (514) 529-0040. ",Bar Aigle Noir,PLACE_NAME,0.15
Fugues_jan_2005_OCR.pdf,28,"Dès 21h. Bar Aigle Noir, 1315, rue Sainte- Catherine Est, Montréal. Info: (514) 529-0040. ","1315, rue Sainte- Catherine Est, Montréal",FULL_ADDRESS,0.65
Fugues_jan_2005_OCR.pdf,28,"Avec Gary. Dès 15h, ou club Campus, 1111, rue Sainte-Catherine Est, Montréal. Info: (514) 526-3616. ",club Campus,PLACE_NAME,0.15
Fugues_jan_2005_OCR.pdf,28,"Avec Gary. Dès 15h, ou club Campus, 1111, rue Sainte-Catherine Est, Montréal. Info: (514) 526-3616. ","1111, rue Sainte-Catherine Est, Montréal",FULL_ADDRESS,0.65
Fugues_jan_2005_OCR.pdf,28,"Dès 21h. Bar L'dem, 1669, sue Sainte- Catherine Est. Info: (514) 597-0814. MERCREDI MARTINI ","1669, sue Sainte- Catherine Est",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,28,"De 4 @9. 'Agora, 1160, rue Mackay (coin ",Agora,PLACE_NAME,0.0
Fugues_jan_2005_OCR.pdf,28,"De 4 @9. 'Agora, 1160, rue Mackay (coin ","1160, rue Mackay",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,28,"Soirée des dfames au Stock Bar 1171, rue Ste- Catherine Est. Info: (514) 842-1336. SOIRÉE AUDITIONS ",Stock,PLACE_NAME,0.3
Fugues_jan_2005_OCR.pdf,28,"Soirée des dfames au Stock Bar 1171, rue Ste- Catherine Est. Info: (514) 842-1336. SOIRÉE AUDITIONS ","1171, rue Ste- Catherine Est.",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,28,"Pour recruter de nouveaux danseurs au club West Side, 1071, Côte du Beaver-Hall, Montréol. ",West Side,PLACE_NAME,0.3
Fugues_jan_2005_OCR.pdf,28,"21h, avec Alain Jackinsky. Sky Pub, 1474, rue Ste-Catherine Est, Montréal. ",Sky Pub,PLACE_NAME,0.0
Fugues_jan_2005_OCR.pdf,28,"21h, avec Alain Jackinsky. Sky Pub, 1474, rue Ste-Catherine Est, Montréal. ","1474, rue Ste-Catherine Est, Montréal",FULL_ADDRESS,0.65
Fugues_jan_2005_OCR.pdf,28,"Les mercredis sont de retour. Hip Hop, House, ReB, 80, 90. Avec DJ Mario Léonard et DJs invités en rotation. Admission 2$ (gratuite avant 23h). Club le Tube, 1592, rue Ste- ","1592, rue Ste-",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,28,"Dès 21h. Bar l'ldem, 1669, rue Sainte- Catherine Est. Info: (514) 597-0814. JEUDIS JAZZ ET RYTHME Avvec DJ Frank. Bar Aigle Noir, 1315, rue Sainte-Catherine Est. Info: (514) 526-0040 on www.oiglenoir.com. ","1669, rue Sainte- Catherine Est.",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,28,"Dès 21h. Bar l'ldem, 1669, rue Sainte- Catherine Est. Info: (514) 597-0814. JEUDIS JAZZ ET RYTHME Avvec DJ Frank. Bar Aigle Noir, 1315, rue Sainte-Catherine Est. Info: (514) 526-0040 on www.oiglenoir.com. ","Bar Aigle Noir, 1315, rue Sainte-Catherine Est.",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,28,"Soirée mixte de musique électro-pop avec D.J. Mini. Bar Parking, 1296, rue Amherst (au ter étage), Montréal. Info : www.parkingbar.com. ",Bar Parking,PLACE_NAME,0.15
Fugues_jan_2005_OCR.pdf,28,"Soirée mixte de musique électro-pop avec D.J. Mini. Bar Parking, 1296, rue Amherst (au ter étage), Montréal. Info : www.parkingbar.com. ","1296, rue Amherst",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,28,"Soirée mixte de musique électro-pop avec D.J. Mini. Bar Parking, 1296, rue Amherst (au ter étage), Montréal. Info : www.parkingbar.com. ",Montréal,CITY,0.2
Fugues_jan_2005_OCR.pdf,28,"Les Productions Karine Rivest présentent Rose Cochonne: Girls love Girls and Boys Too... Dès 22h, DJ et party toute la soirée. Cabaret Mado, ",Cabaret Mado,PLACE_NAME,0.15
Fugues_jan_2005_OCR.pdf,28,"1115, rue Sainte-Catherine Est, Montréal. Info: ","1115, rue Sainte-Catherine Est, Montréal",FULL_ADDRESS,0.65
Fugues_jan_2005_OCR.pdf,28,"Au Cabaret du Sky, 1474, sue Sainte-Catherine ",Cabaret du Sky,PLACE_NAME,0.15
Fugues_jan_2005_OCR.pdf,28,"Au Cabaret du Sky, 1474, sue Sainte-Catherine ","1474, sue Sainte-Catherine",FULL_ADDRESS,0.15
Fugues_jan_2005_OCR.pdf,28,"DJ's Eloi Brunelle et François lebaron. Au Unity II, 171, rue Sainte-Catherine Est, Montréal. Info: www.club-unity2.com. ",Unity II,PLACE_NAME,0.0
Fugues_jan_2005_OCR.pdf,28,"DJ's Eloi Brunelle et François lebaron. Au Unity II, 171, rue Sainte-Catherine Est, Montréal. Info: www.club-unity2.com. ","171, rue Sainte-Catherine Est, Montréal",FULL_ADDRESS,0.65
Fugues_jan_2005_OCR.pdf,28,"Lodies'Night, avec  DJ Denis. Bar  Stud,1812, rue Ste-Catherine Est. Info: (514) 598-8243 on www.studbar.com TOUS LES MERCREDIS MIXTES ","Bar  Stud,1812, rue Ste-Catherine Est.",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,28,"Ladies'Night. Ladies' Fetish Nite, dans le Donjon, chaque 1er mercredi du mois. Bar Aigle Noir, 1315, rue Sainte-Catherine Est. Info: ","Bar Aigle Noir, 1315, rue Sainte-Catherine Est.",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,28,"Soirée Pop music, DJ Ivan Benoît Main Room; hôtesse Taffy. Admission gratuite avant  23h. Unity II, 1171, rue Sainte-Catherine Est. Info: www.club-unity2.com. ","1171, rue Sainte-Catherine Est.",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,28,"Gerry Cyr, Popline et Tante Gaby animent les ","Gerry Cyr, Popline",PLACE_NAME,0.44999999999999996
Fugues_jan_2005_OCR.pdf,28,"soirées Karashoké, de 22h à minuit, avec Kolos et artistes invités, Avec DJ's Scap et D-Hyper. Marc à la technique. DJ Erik B. avant 21h. Sky Pub, 1474, Sointe-Cotherine Est, Mtl. Info: (514) 529-6969. JEUDI FAGGY BAGGY ",Sky Pub,PLACE_NAME,0.0
Fugues_jan_2005_OCR.pdf,28,"soirées Karashoké, de 22h à minuit, avec Kolos et artistes invités, Avec DJ's Scap et D-Hyper. Marc à la technique. DJ Erik B. avant 21h. Sky Pub, 1474, Sointe-Cotherine Est, Mtl. Info: (514) 529-6969. JEUDI FAGGY BAGGY ","1474, Sointe-Cotherine Est, Mtl.",FULL_ADDRESS,0.65
Fugues_jan_2005_OCR.pdf,28,"Hip-hop avec D) Mo Shun. Au Bar Parking, 1269, rue Amherst, sous-sol. Info: (514) 282- 1199 ou  www.porkingbar.com. JEUDI CLUB HOUSE ",Bar Parking,PLACE_NAME,0.15
Fugues_jan_2005_OCR.pdf,28,"Hip-hop avec D) Mo Shun. Au Bar Parking, 1269, rue Amherst, sous-sol. Info: (514) 282- 1199 ou  www.porkingbar.com. JEUDI CLUB HOUSE ","1269, rue Amherst, sous-sol.",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,28,"Hip-hop avec D) Mo Shun. Au Bar Parking, 1269, rue Amherst, sous-sol. Info: (514) 282- 1199 ou  www.porkingbar.com. JEUDI CLUB HOUSE ",CLUB HOUSE,PLACE_NAME,0.0
Fugues_jan_2005_OCR.pdf,28,"DJ Marc laflamme. Bar Stud,  1812, rue Ste- ",Bar Stud,PLACE_NAME,0.3
Fugues_jan_2005_OCR.pdf,28,"DJ Marc laflamme. Bar Stud,  1812, rue Ste- ","1812, rue Ste-",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,29,Montréal ,Montréal,CITY,0.2
Fugues_jan_2005_OCR.pdf,29,"Buffet et animation / admission $20.00 Billets en vente au bar et à l'hôtel Bourbon www.barletube.com 1592, ste-catherine est 514.523.4679 ","1592, ste-catherine est 514.523.4679",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,30,"À compter du 4 novembre. Tous les jeudis dès 20h, concours de chant. Performances de chanteurs et chanteuses. Plusieurs prix: 1er prix, 1000$, et prix de présence. Animateur Dominique Séguin. Au Drugstore, 1366, rue Sainte-Catherine Est. Info: (514) 524-1960. ",Drugstore,PLACE_NAME,0.3
Fugues_jan_2005_OCR.pdf,30,"À compter du 4 novembre. Tous les jeudis dès 20h, concours de chant. Performances de chanteurs et chanteuses. Plusieurs prix: 1er prix, 1000$, et prix de présence. Animateur Dominique Séguin. Au Drugstore, 1366, rue Sainte-Catherine Est. Info: (514) 524-1960. ","1366, rue Sainte-Catherine Est.",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,30,"Dès 19h au Bar West Side, 1071, côte du Beaver Hall. Info: (514) 866-4963. ",Bar West Side,PLACE_NAME,0.44999999999999996
Fugues_jan_2005_OCR.pdf,30,"Gotha lounge, 1641, rue Amherst, Montréal. Info: (514) 526-1270. KARAOKE XXX ","Gotha lounge,",PLACE_NAME,0.15
Fugues_jan_2005_OCR.pdf,30,"Gotha lounge, 1641, rue Amherst, Montréal. Info: (514) 526-1270. KARAOKE XXX ","1641, rue Amherst, Montréal.",FULL_ADDRESS,0.65
Fugues_jan_2005_OCR.pdf,30,"Tous les jeudis soirs au Stock Bar, 1171, rue Ste- Catherine Est, Montréal. Info: www.stock- bar.ca ou www.danseursnus.com. BAMBOO BAR BOBZILLA ",Stock Bar,PLACE_NAME,0.3
Fugues_jan_2005_OCR.pdf,30,"Tous les jeudis soirs au Stock Bar, 1171, rue Ste- Catherine Est, Montréal. Info: www.stock- bar.ca ou www.danseursnus.com. BAMBOO BAR BOBZILLA ","1171, rue Ste- Catherine Est, Montréal",FULL_ADDRESS,0.65
Fugues_jan_2005_OCR.pdf,30,"Bar Unity il, 1171, rue Sainte-Catherine Est, Montréal. Info: (514) 523-2777. ",Bar Unity il,PLACE_NAME,0.15
Fugues_jan_2005_OCR.pdf,30,"Bar Unity il, 1171, rue Sainte-Catherine Est, Montréal. Info: (514) 523-2777. ","1171, rue Sainte-Catherine Est, Montréal",FULL_ADDRESS,0.65
Fugues_jan_2005_OCR.pdf,30,BAR LE 97 ,BAR LE 97,PLACE_NAME,0.0
Fugues_jan_2005_OCR.pdf,30,"le seul bar pour gais et lesbiennes à Longueuil, ouvert de 2th à 3h. Bar le 97, 97, rue St-Jeon, Longueuil (entre St-Charles et Rord de P'eou Bord de l'eau). Info: (450) 651-4310. ","97, rue St-Jeon, Longueuil",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,30,"le seul bar pour gais et lesbiennes à Longueuil, ouvert de 2th à 3h. Bar le 97, 97, rue St-Jeon, Longueuil (entre St-Charles et Rord de P'eou Bord de l'eau). Info: (450) 651-4310. ",entre St-Charles et Rord de P'eou Bord de l'eau),PLACE_NAME,0.65
Fugues_jan_2005_OCR.pdf,30,"Unity II, 171, Ste-Catherine Est, Montréal. Info: (514) 523-2777 ou unity2_mtl@mail. com. ",Unity II,PLACE_NAME,0.0
Fugues_jan_2005_OCR.pdf,30,"Unity II, 171, Ste-Catherine Est, Montréal. Info: (514) 523-2777 ou unity2_mtl@mail. com. ","171, Ste-Catherine Est, Montréal",FULL_ADDRESS,0.65
Fugues_jan_2005_OCR.pdf,30,"Tous les vendredis et samedis dès 18h et le dimanche dès 16h. Bar L'ldem, 1669, rue Ste- Catharine Ect Catherine Est. Info: (514) 597-0814. ","1669, rue Ste- Catharine Ect Catherine Est.",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,30,"Dress-Kode obligatoire. Aussi Soirées Pre-Cum Nite. Bar Aigle Noir, 1315, rue Sainte-Catherine Est. Info: (514) 529-0040 oп www.aiglenoir.com. SOIRÉES AVEC LUKAS ET POPLINE ","Bar Aigle Noir, 1315, rue Sainte-Catherine Est.",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,30,"DJ Mario Bros. Au Cabaret du Sky, 1474, rue ",Cabaret du Sky,PLACE_NAME,0.15
Fugues_jan_2005_OCR.pdf,30,"DJ Mario Bros. Au Cabaret du Sky, 1474, rue ","1474, rue",FULL_ADDRESS,0.3
Fugues_jan_2005_OCR.pdf,30,Ste-Catherine Est. Info: (514) 529-6969. ,Ste-Catherine Est.,PLACE_NAME,0.44999999999999996
Fugues_jan_2005_OCR.pdf,30,"Musiques disco, rétro et sociale d'hier à aujourd'hui. Bar mixte avec invitation spé- ciale aux lesbiennes. Ven. Et sam., Fondue . chinoise et buffet. Ouvert de 18h à 3h. Bar lady loft, 990, rue Saint-Antoine (coin Mansfield). Info: (514) 871-1515. MADO RECOIT ","990, rue Saint-Antoine",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,30,"Musiques disco, rétro et sociale d'hier à aujourd'hui. Bar mixte avec invitation spé- ciale aux lesbiennes. Ven. Et sam., Fondue . chinoise et buffet. Ouvert de 18h à 3h. Bar lady loft, 990, rue Saint-Antoine (coin Mansfield). Info: (514) 871-1515. MADO RECOIT ",MADO,PLACE_NAME,0.0
Fugues_jan_2005_OCR.pdf,30,"sa coanimatrice Miklos. Spectacle à 23h et ih. Ven., DJ Marc Laflamme; sam., DJ Martin 450. Cabaret Mado, 1115, Sainte-Catherine Est, Montréal. Info: (514) 525-7566. DISCO TEK ",Cabaret Mado,PLACE_NAME,0.15
Fugues_jan_2005_OCR.pdf,30,"sa coanimatrice Miklos. Spectacle à 23h et ih. Ven., DJ Marc Laflamme; sam., DJ Martin 450. Cabaret Mado, 1115, Sainte-Catherine Est, Montréal. Info: (514) 525-7566. DISCO TEK ","1115, Sainte-Catherine Est, Montréal",FULL_ADDRESS,0.65
Fugues_jan_2005_OCR.pdf,30,"le Tube. 1592,  2, rue  rue Sainte- Sainte-Catherine Est, MtI. Info: (514) 523-4679 ou www.barletube.com. LES VENDREDIS SHOWTIME ","2, rue  rue Sainte- Sainte-Catherine Est, MtI. Info:",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,30,"Jackinsky. Sky Pub, 1474, rue Ste-Catherine Est, Montréal. VENDREDIS BOYZ IN DA HOUSE ",Sky Pub,PLACE_NAME,0.0
Fugues_jan_2005_OCR.pdf,30,"Jackinsky. Sky Pub, 1474, rue Ste-Catherine Est, Montréal. VENDREDIS BOYZ IN DA HOUSE ","1474, rue Ste-Catherine Est, Montréal",FULL_ADDRESS,0.65
Fugues_jan_2005_OCR.pdf,30,"Parking, 1269, rue Amherst. Info: (514) 282- 1199. ",Parking,PLACE_NAME,0.0
Fugues_jan_2005_OCR.pdf,30,"Parking, 1269, rue Amherst. Info: (514) 282- 1199. ","1269, rue Amherst",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,30,"Avec DJ Sylvio. Bar Stud, 1812, Sainte- Catherine Est, Montréal. Info: (514) 598-8243 ",Bar Stud,PLACE_NAME,0.3
Fugues_jan_2005_OCR.pdf,30,"Avec DJ Sylvio. Bar Stud, 1812, Sainte- Catherine Est, Montréal. Info: (514) 598-8243 ","1812, Sainte- Catherine Est, Montréal",FULL_ADDRESS,0.65
Fugues_jan_2005_OCR.pdf,30,"Le ""5 à 10 Radio"", avec DJ Delicious. Piste de danse au 3e étage. Le ""10 à 3 Dance"", avec DJ Frank Circus. le Drugstore, 1366, Ste-Catherine Est. Info: (514) 524-1960. ",le Drugstore,PLACE_NAME,0.44999999999999996
Fugues_jan_2005_OCR.pdf,30,"Le ""5 à 10 Radio"", avec DJ Delicious. Piste de danse au 3e étage. Le ""10 à 3 Dance"", avec DJ Frank Circus. le Drugstore, 1366, Ste-Catherine Est. Info: (514) 524-1960. ","1366, Ste-Catherine Est.",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,30,"De ""4 @9"", les bouchées sont servies. L'Agora, 1160, rue Mackay. Info: (514) 934- 1428. ",Agora,PLACE_NAME,0.0
Fugues_jan_2005_OCR.pdf,30,"De ""4 @9"", les bouchées sont servies. L'Agora, 1160, rue Mackay. Info: (514) 934- 1428. ","1160, rue Mackay",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,30,"Avec le duo Félix Stussi, au piano, et Olivier Laroche (du Conol Évasion) à la contre-basse. Au Gotha lounge, 1641, rue Amherst, Montréal. Info: (514) 526-1270. ","Gotha lounge,",PLACE_NAME,0.15
Fugues_jan_2005_OCR.pdf,30,"Avec le duo Félix Stussi, au piano, et Olivier Laroche (du Conol Évasion) à la contre-basse. Au Gotha lounge, 1641, rue Amherst, Montréal. Info: (514) 526-1270. ","1641, rue Amherst, Montréal.",FULL_ADDRESS,0.65
Fugues_jan_2005_OCR.pdf,30,"Dès 19h au Bar West Side, 1071, côte du Beaver Hall. Info: (514) 866-4963. ",Bar West Side,PLACE_NAME,0.44999999999999996
Fugues_jan_2005_OCR.pdf,30,"Avec artistes invités. Dès 20h, au Parking Pub, ",Parking Pub,PLACE_NAME,0.15
Fugues_jan_2005_OCR.pdf,30,"1295, rue Amherst, Montréal. Info : www.parkingpub.com. BAR LE 97 ","1295, rue Amherst, Montréal",FULL_ADDRESS,0.65
Fugues_jan_2005_OCR.pdf,30,"Longueuil, ouvert de 21h à 3h. À ne pas man- A  quer les 5 @7 les vendredis. Bar le 97, 97, rue St-Jean, Longueuil (entre St-Charles et Bord de l'eau). Info: (450) 651-4310. SOIRÉE DISCO ","97, rue St-Jean, Longueuil",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,30,"Longueuil, ouvert de 21h à 3h. À ne pas man- A  quer les 5 @7 les vendredis. Bar le 97, 97, rue St-Jean, Longueuil (entre St-Charles et Bord de l'eau). Info: (450) 651-4310. SOIRÉE DISCO ",entre St-Charles et Bord de l'eau),PLACE_NAME,0.65
Fugues_jan_2005_OCR.pdf,30,"Bar l'idem, 1669, rue Ste-Catherine Est, Montréal. info: (514) 597-0814. VENDREDIS AVEC DJ DENIS FAUBERT ","1669, rue Ste-Catherine Est, Montréal",FULL_ADDRESS,0.65
Fugues_jan_2005_OCR.pdf,30,"Bar Aigle Noir, 1315, rue Sainte-Catherine Est, Montréal. Info: (514) 529-0040. ",Bar Aigle Noir,PLACE_NAME,0.15
Fugues_jan_2005_OCR.pdf,30,"Bar Aigle Noir, 1315, rue Sainte-Catherine Est, Montréal. Info: (514) 529-0040. ","1315, rue Sainte-Catherine Est, Montréal",FULL_ADDRESS,0.65
Fugues_jan_2005_OCR.pdf,30,"Bar Aigle Noir, 1315, Ste-Catherine Est, Montréal. Info: (514) 529-0040 оu www.aiglenoir.com. ",Bar Aigle Noir,PLACE_NAME,0.15
Fugues_jan_2005_OCR.pdf,30,"Bar Aigle Noir, 1315, Ste-Catherine Est, Montréal. Info: (514) 529-0040 оu www.aiglenoir.com. ","1315, Ste-Catherine Est, Montréal",FULL_ADDRESS,0.65
Fugues_jan_2005_OCR.pdf,30,"Dès 19h au Bar  West Side, 1071, côte du Beaver Hall. Info: (514) 866-4963. BAMBOO BAR BOBZILLA ",Bar  West Side,PLACE_NAME,0.44999999999999996
Fugues_jan_2005_OCR.pdf,30,"Bar Unity II, 1171, rue Sainte-Catherine Est, Montréal. Info: (514) 523-2777. ",Bar Unity II,PLACE_NAME,0.15
Fugues_jan_2005_OCR.pdf,30,"Bar Unity II, 1171, rue Sainte-Catherine Est, Montréal. Info: (514) 523-2777. ","1171, rue Sainte-Catherine Est, Montréal",FULL_ADDRESS,0.65
Fugues_jan_2005_OCR.pdf,30,"Tous les vendredis et samedis dès 18h et le dimanche dès 16h. Bar l'Idem, 1669, rue Ste- Catherine Est. Info: (514) 597-0814. ","1669, rue Ste- Catherine Est.",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,30,"Dress-Kode obligatoire. Aussi Soirées Pre-Cum Nite. Bar  Aigle Noir, 1315, rue Sainte-Catherine ",Bar  Aigle Noir,PLACE_NAME,0.15
Fugues_jan_2005_OCR.pdf,30,"Dress-Kode obligatoire. Aussi Soirées Pre-Cum Nite. Bar  Aigle Noir, 1315, rue Sainte-Catherine ","1315, rue Sainte-Catherine",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,30,"DJ Mario Bros.  Au Cabaret du Sky,  Sky, 1474 1474, rue Ste-Catherine Est. Info: (514) 529-6969. LADY LOFT ",Cabaret du Sky,PLACE_NAME,0.15
Fugues_jan_2005_OCR.pdf,30,"DJ Mario Bros.  Au Cabaret du Sky,  Sky, 1474 1474, rue Ste-Catherine Est. Info: (514) 529-6969. LADY LOFT ",Sky,PLACE_NAME,0.0
Fugues_jan_2005_OCR.pdf,30,"DJ Mario Bros.  Au Cabaret du Sky,  Sky, 1474 1474, rue Ste-Catherine Est. Info: (514) 529-6969. LADY LOFT ","1474 1474, rue Ste-Catherine Est.",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,30,"ciale aux lesbiennes. Ven. Et sam., Fondue chinoise et buffet. Ouvert de 18h à 3h. Bar Lady Loft, 990, rue Saint-Antoine (coin Mansfield). Info: (514) 871-1515. MADO REÇOIT ","990, rue Saint-Antoine",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,30,"ciale aux lesbiennes. Ven. Et sam., Fondue chinoise et buffet. Ouvert de 18h à 3h. Bar Lady Loft, 990, rue Saint-Antoine (coin Mansfield). Info: (514) 871-1515. MADO REÇOIT ",MADO,PLACE_NAME,0.0
Fugues_jan_2005_OCR.pdf,30,"sa coanimatrice Miklos. Spectacle à 23h et 1h. Ven., DJ Marc Llaflomme; sam., DJ Martin 450. Cabaret Mado, 1115, Sainte-Catherine Est, Montréal. Info: (514) 525-7566. ",Cabaret Mado,PLACE_NAME,0.15
Fugues_jan_2005_OCR.pdf,30,"sa coanimatrice Miklos. Spectacle à 23h et 1h. Ven., DJ Marc Llaflomme; sam., DJ Martin 450. Cabaret Mado, 1115, Sainte-Catherine Est, Montréal. Info: (514) 525-7566. ","1115, Sainte-Catherine Est, Montréal",FULL_ADDRESS,0.65
Fugues_jan_2005_OCR.pdf,30,"le Tube. 1592, rue Sainte-Catherine Est, Mtl. Info: (514) 523-4679 ou Www.barletube.com. SOIRÉE DISCO ","1592, rue Sainte-Catherine Est, Mtl",FULL_ADDRESS,0.65
Fugues_jan_2005_OCR.pdf,30,"Musique d'hier @ aujourd'hui à tous les samedis soirs. DJ invité. Vox Pub, 1295, rue Amherst, Montréal. Info: (514) 522-2766. ",Vox Pub,PLACE_NAME,0.0
Fugues_jan_2005_OCR.pdf,30,"Musique d'hier @ aujourd'hui à tous les samedis soirs. DJ invité. Vox Pub, 1295, rue Amherst, Montréal. Info: (514) 522-2766. ","1295, rue Amherst, Montréal",FULL_ADDRESS,0.65
Fugues_jan_2005_OCR.pdf,30,"Dans le donjon. Tous les samedis, perform- ance par Sir Paul. Bor  Aigle Noir, 1315, Ste- Catherine Est, Montréal. Info: (514) 529-0040. SERIOUSLY FONKY ",Bor  Aigle Noir,PLACE_NAME,0.15
Fugues_jan_2005_OCR.pdf,30,"Dans le donjon. Tous les samedis, perform- ance par Sir Paul. Bor  Aigle Noir, 1315, Ste- Catherine Est, Montréal. Info: (514) 529-0040. SERIOUSLY FONKY ","1315, Ste- Catherine Est, Montréal",FULL_ADDRESS,0.65
Fugues_jan_2005_OCR.pdf,30,"Avec D.J. J-Cue. Saloon Resto Night Club, 1333, rue Ste-Catherine Est, Montréal. Info: (514) 522-1333. ",Club,PLACE_NAME,0.0
Fugues_jan_2005_OCR.pdf,30,"Avec D.J. J-Cue. Saloon Resto Night Club, 1333, rue Ste-Catherine Est, Montréal. Info: (514) 522-1333. ","1333, rue Ste-Catherine Est, Montréal",FULL_ADDRESS,0.65
Fugues_jan_2005_OCR.pdf,30,BAR LE 97 ,BAR LE 97,PLACE_NAME,0.0
Fugues_jan_2005_OCR.pdf,30,"le seul bar pour gais et lesbiennes à Longueuil, ouvert  de 21h à 3h. Bar Le 97, 97 ",Bar Le 97,PLACE_NAME,0.0
Fugues_jan_2005_OCR.pdf,30,"rue St-lean,  Longueuil (entre St-Chorles  et Bord de l'eau). Info: (450) 651-4310. SAMEDI 4 A 9 ","rue St-lean,",PLACE_NAME,0.44999999999999996
Fugues_jan_2005_OCR.pdf,30,"rue St-lean,  Longueuil (entre St-Chorles  et Bord de l'eau). Info: (450) 651-4310. SAMEDI 4 A 9 ",Longueuil,CITY,0.0
Fugues_jan_2005_OCR.pdf,30,"rue St-lean,  Longueuil (entre St-Chorles  et Bord de l'eau). Info: (450) 651-4310. SAMEDI 4 A 9 ",entre St-Chorles,PLACE_NAME,0.44999999999999996
Fugues_jan_2005_OCR.pdf,30,"Sky Pub avec DJ David L.G. 1474, rue Ste- Catherine Est. Info: (514) 214-9425. ","1474, rue Ste- Catherine Est.",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,30,"Musique house. Avec, en rotation. les D/s Stéphane Lippé et le réputé Gilles Massicotte. Au ter étage du Bar Parking, 1269, rue ",Bar Parking,PLACE_NAME,0.15
Fugues_jan_2005_OCR.pdf,30,"Musique house. Avec, en rotation. les D/s Stéphane Lippé et le réputé Gilles Massicotte. Au ter étage du Bar Parking, 1269, rue ","1269, rue",FULL_ADDRESS,0.3
Fugues_jan_2005_OCR.pdf,30,LES SAMEDIS AU RED LITE ,RED LITE,PLACE_NAME,0.0
Fugues_jan_2005_OCR.pdf,30,"Red Lite after hours, 1755, rue de Lierre à Laval, près de l'Ancien Red. Info: (450) 967- 3057 ou www.red-lite.net. ",Red Lite,PLACE_NAME,0.0
Fugues_jan_2005_OCR.pdf,30,"Red Lite after hours, 1755, rue de Lierre à Laval, près de l'Ancien Red. Info: (450) 967- 3057 ou www.red-lite.net. ",hours,PLACE_NAME,0.0
Fugues_jan_2005_OCR.pdf,30,"Red Lite after hours, 1755, rue de Lierre à Laval, près de l'Ancien Red. Info: (450) 967- 3057 ou www.red-lite.net. ","1755, rue de Lierre à Laval",FULL_ADDRESS,0.65
Fugues_jan_2005_OCR.pdf,30,"Avec les DIs en rotation Gilles Jr et Sylvain Girard, Shawn Riker et DJ Norm. musique: House. Bamboo Bar: DJ Bobzilla. Admission gratuite avant 23h.Unity I, 1171, Ste-Catherine ","1171, Ste-Catherine",FULL_ADDRESS,0.44999999999999996
Fugues_jan_2005_OCR.pdf,31,STUD 1812 STE-CATHERINE ESTPAPINEAU 598-8243 WWw.studbar.com ,STUD 1812 STE-CATHERINE ESTPAPINEAU,FULL_ADDRESS,0.65
Fugues_jan_2005_OCR.pdf,32,"lieu cette année à San Francisco, en février prochain. L'IBR, comme ",San Francisco,PLACE_NAME,0.15
Fugues_jan_2005_OCR.pdf,32,"de dire fièrement Steve Belisle, 27 ans, originaire de Montréal. ",Montréal,CITY,0.2
Fugues_jan_2005_OCR.pdf,32,"Est, Montréal. Info: (514) 523-2777 оu unityz_mti@mail.com. SOIRÉE CANADIENNE TIRELIRE ",Montréal,CITY,0.2
