source,page,text,entities/0/text,entities/0/label,entities/1/text,entities/1/label,entities/2/text,entities/2/label,entities/3/text,entities/3/label,entities/4/text,entities/4/label,entities/5/text,entities/5/label,entities/6/text,entities/6/label,entities/7/text,entities/7/label,entities/8/text,entities/8/label,entities/9/text,entities/9/label,entities/10/text,entities/10/label,entities/11/text,entities/11/label,entities/12/text,entities/12/label,entities/13/text,entities/13/label,entities/14/text,entities/14/label,entities/15/text,entities/15/label
fugues_apr-2011OCR.pdf,38,"KARAOKE EN FOLIE Karaoké avec Manon Vendette. Dès 21h, à la Taverne Normandie, 1295, rue Amherst. LADIES’ NIGHT Au Bar de danseurs nus Stock, 1171, rue Sainte-Catherine Est.  ",KARAOKE EN FOLIE Karaoké avec,FULL_ADDRESS,"1295, rue Amherst.",FULL_ADDRESS,rue Sainte-Catherine Est.,FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"POUR HOMMES SEULEMENT Soirée spéciale réservée aux hommes avec show érotique.  Au club de danseurs nus JP,  1681, rue Sainte-Catherine Est. ",POUR HOMMES SEULEMENT Soirée spéciale réservée,FULL_ADDRESS,"1681, rue Sainte-Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"MERCREDIS ALTERNOS Avec DJ Djack of Clubs. Bar Stud, 1812, rue Sainte-Catherine Est.. TOUS LES JEUDIS ",MERCREDIS ALTERNOS Avec DJ Djack,FULL_ADDRESS,"1812, rue Sainte-Catherine Est..",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"SOIRÉES DJS Fin de soirée avec DJs et plancher de danse. Le Saloon, 1333, rue Sainte-Catherine Est, Mtl.  ",SOIRÉES DJS Fin,PLACE_NAME,Le Saloon,PLACE_NAME,"1333, rue Sainte-Catherine Est, Mtl.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"FAGGY BAGGY REFRESH ! Soirées qui remplacent Overdose. Avec les DJ Clifford Brown et Marinelli. Une soirée sous le signe de la musique Tech-House. Au sous-sol, la soirée Faggy Baggy, pour les jeunes gais et lesbiennes qui trippent sur le R&B, hip hop, etc. se poursuit. Parking, 1296, rue Amherst. ",FAGGY BAGGY REFRESH ! Soirées,FULL_ADDRESS,"1296, rue Amherst.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"SPECTACLES VARIÉS  Dès 21h. Cabaret Mado, 1115, rue Sainte-Catherine Est. ",SPECTACLES VARIÉS  Dès 21h.,FULL_ADDRESS,Mado,PLACE_NAME,", 1115, rue Sainte-Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"JEUDIS MEN AT WORK Avec DJ maison Mark Laflamme, musique dance, pop, Top 40. Au Bar Stud, 1812, rue Sainte-Cather- ine Est. ",JEUDIS MEN AT WORK Avec DJ maison,FULL_ADDRESS,"1812, rue Sainte-Cather- ine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"SOIRÉES VIDEOCLIPS SUR DEMANDE Dès 22h, au Bar La Relaxe, 1309, rue Sainte-Catherine Est. ","SOIRÉES VIDEOCLIPS SUR DEMANDE Dès 22h, au",FULL_ADDRESS,"1309, rue Sainte-Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"GOOD VIBES Acoustic Band, de 18h à 21h. Au Gotha Lounge, 1641, rue Amherst. ","GOOD VIBES Acoustic Band, de 18h",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"DJS ET AMBIANCE Les jeudis DJs et ambiance dès 19h. Suivi de spectacles de drag queens. Au Drugstore, 1366, rue Sainte-Catherine Est. ","1366, rue Sainte-Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"KARAOKÉ EN FOLIE Le meilleur karaoké avec Manon Vendette. Dès 21h, à la Taverne Normandie, 1295, rue Amherst. ",KARAOKÉ EN FOLIE Le meilleur karaoké,FULL_ADDRESS,"1295, rue Amherst.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,40,"LES JEUDIS POP STARS Avec Popline et ses invités. Dès 22h30 avec également DJ Mario Léonard et Tante Gaby. Soirée  hommage au Pop Stars du monde entier! Au Sky Pub, 1474, rue  Sainte-Catherine Est.  ",LES JEUDIS POP STARS Avec Popline,FULL_ADDRESS,"1474, rue  Sainte-Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,40,"2 FOLLES LE SOIR Tous les jeudis dès 21h. Le nou- veau talk-show du Village. Avec Alexandre Rémy et Érica. Plus drôle qu’à la télé !  Dès le 24 mars. Entrée gratuite. Le Karaoké suit les spectacles. Au Cocktail, 1669, rue Ste-Catherine Est. 514-597-0814. ",LE SOIR Tous les jeudis,FULL_ADDRESS,Le nou-,PLACE_NAME,Village,ARRONDISSEMENT,Le Karaoké,PLACE_NAME,"1669, rue Ste-",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,40,"SOIRÉE JUNK  Chaque jeudi, une soirée axée sur des spectacles. Dès 21h au Bar Aigle Noir, 1315, rue Sainte- Catherine Est.     SPECTACLE DE TRANSFORMISTE  Tous les jeudis, avec Chantal Ro- bert. Dès 21h30, à la Taverne Ro- cky, 1673, rue Ste-Catherine Est.     ","SOIRÉE JUNK  Chaque jeudi,",FULL_ADDRESS,"Noir, 1315, rue Sainte- Catherine Est.",FULL_ADDRESS,"1673, rue Ste-",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,40,"JEUDI LONG ISLAND ICED TEA En spécial, dès 21h au Bar Stud, 1812, rue Sainte-Catherine Est. ","JEUDI LONG ISLAND ICED TEA En spécial, dès 21h au",FULL_ADDRESS,"1812, rue Sainte-Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,40,"LA ROUE CHANCEUSE ET AUDITION Nouveau, 8 chances sur 16 de ga- gner des cartes de danse à 20 $. Soirée de prestations de nouveaux danseurs également. Au bar de danseurs nus Stock, 1171, rue Ste- Catherine Est. TOUS LES VENDREDIS ","LA ROUE CHANCEUSE ET AUDITION Nouveau, 8 chances sur",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,40,"LES VENDREDIS DE M. MICHEL Dès 21h, artistes travestis. Admis- sion gratuite. Le Karaoké suit les spectacles. au Cocktail, 1669, rue Sainte-Catherine Est. ",LES VENDREDIS DE M.,FULL_ADDRESS,MICHEL Dès 21h,PLACE_NAME,Le Karaoké,PLACE_NAME,"1669, rue Sainte-Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,40,"SOIRÉES VIDEOCLIPS SUR DEMANDE Dès 22h, au Bar La Relaxe, 1309, rue Sainte-Catherine Est. ","SOIRÉES VIDEOCLIPS SUR DEMANDE Dès 22h, au",FULL_ADDRESS,"1309, rue Sainte-Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,40,"VENDREDI ELECTRONIC Avec DJ Bobzilla, musique électro. Dès 22h, au 2e étage du Complexe Sky, 1474, rue Ste-Catherine Est. ",VENDREDI ELECTRONIC Avec DJ Bobzilla,FULL_ADDRESS,Complexe Sky,PLACE_NAME,"1474, rue Ste-",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,40,"TGIF (THANK GOD IT’S FRIDAY) Les vendredis gratuits. Avec en ro- tation les DJ K.Nox et David La- guer, les meilleurs succès du Top 40. Au Parking Nightclub, 1296, rue Amherst. ","1296, rue Amherst.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,40,"SOIRÉES DJS Fin de soirée avec DJs et plancher de danse à chaque jeudi, vendredi et samedi. Le Saloon, 1333, rue Sainte-Catherine Est, Mtl.   ",SOIRÉES DJS Fin,PLACE_NAME,Le Saloon,PLACE_NAME,"1333, rue Sainte-Catherine Est, Mtl.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,40,"HOUSE TRIBAL  Musique house et techno avec DJ Sylvio. Bar Stud, 1812, rue Sainte- Catherine Est. ",HOUSE TRIBAL  Musique house,FULL_ADDRESS,"1812, rue Sainte- Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,40,"DJ ET AMBIANCE Les vendredis, DJs et ambiance  dès 19h. Au Drugstore, 1366, rue Sainte-Catherine Est. ","1366, rue Sainte-Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,40,"SKY SHOW Les vendredis Sky Show au Sky Pub, avec, en alternance, Michel Dorion ou Popline. À partir de 23h30. Sky Pub, 1474, rue Ste- Catherine Est. LES VENDREDIS WILD 4e vendredi : Soirée en 3D, pour des rencontres en personne. De 22h à 3h. Club Tools, 1592, Sainte- Catherine E. ",SKY SHOW Les vendredis Sky,FULL_ADDRESS,"1474, rue Ste- Catherine",FULL_ADDRESS,"1592, Sainte- Catherine E.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,40,"LES VENDREDIS X-STATIC Avec DJ Eddy Jasmin (Sky, Circus, etc.). www.eddyjasmin.com.  Un son house plus classique et happy house. Au Sky Club (3e étage) du Complexe Sky, 1472, rue Sainte- Catherine Est. ",LES VENDREDIS X-STATIC,FULL_ADDRESS,Complexe Sky,PLACE_NAME,"1472, rue Sainte- Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,40,"College Night connaît un grand succès depuis plusieurs années et est un des rendez-vous les plus couru de Montréal les vendredis. Si vous vous demandez encore com- ment terminer la semaine en bauté, les vendredis au Unity de- viendront une bonne habitude à prendre… Club Unity Montréal, 1171, rue Sainte-Catherine Est. ",Montréal,CITY,Unity de-,PLACE_NAME,Club Unity Montréal,PLACE_NAME,rue Sainte-Catherine Est.,FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,40,"KARAOKÉ EN FOLIE Karaoké avec Manon Vendette. Dès 21h, à la Taverne Normandie, 1295, rue Amherst. ",KARAOKÉ EN FOLIE Karaoké avec,FULL_ADDRESS,"1295, rue Amherst.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,40,"SOIRÉE JOCKS Une soirée dédiée aux sportifs (Fétish sport) et qui aura lieu, chaque 1er vendredi du mois, dès 21h. Bar Aigle Noir, 1315, rue Sainte-Catherine Est. ",SOIRÉE JOCKS Une soirée dédiée,FULL_ADDRESS,"1315, rue Sainte-Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,40,"SOIRÉE ROCK EN BLUES Tous les vendredis, soirée rock avec DJ Slick, dès 21h. Au Bar Aigle Noir, 1315, rue Sainte-Catherine Est. ",SOIRÉE ROCK EN BLUES Tous les,FULL_ADDRESS,"Noir, 1315, rue Sainte-Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,40,"DRAMA QUEEN La célèbre soirée branchée, hétéros, gais, bisexuels ou drags, maintenant le vendredi. Au Bains Douches, 390, rue Saint-Jacques Ouest. 514-845-3066 www.bainsdouches.ca ",DRAMA QUEEN La célèbre soirée,FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,42,"SOIRÉE KARAOKÉ  Tous les vendredis avec Marie- France. Au Woof Bistro Bar, 1661, rue Sainte-Catherine Est. ",SOIRÉE KARAOKÉ  Tous les,FULL_ADDRESS,"1661, rue Sainte-Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,42,"ÊTES-VOUS PLUS INTELLIGENT  QU’UN DANSEUR ? Les nouveaux vendredis : êtes-vous plus brillant qu’un danseur ? Testez vos connaissances et gagnez jusqu’à 400 $ en carte de danse ! Au Stock Bar, 1171, rue Sainte- Catherine Est.. ",ÊTES-VOUS PLUS INTELLIGENT  QU’UN DANSEUR ? Les nouveaux vendredis,FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,42,"LES APRÈS-MIDIS  FURIEUSE  Avec Joey. Dès 15h, au club Cam- pus, 1111, rue Sainte-Catherine E. ","1111, rue Sainte-Catherine E.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,42,"SOIRÉES VIDEOCLIPS SUR DEMANDE Dès 22h, au Bar La Relaxe, 1309, rue Sainte-Catherine Est. 514-523- 0578. ","SOIRÉES VIDEOCLIPS SUR DEMANDE Dès 22h, au",FULL_ADDRESS,"1309, rue Sainte-Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,42,"LES SAMEDIS – POPLIFE Pop comme dans Poplife ! Si vous aimez tout ce qui touche à la cul- ture Pop, les samedis au Unity sont pour vous. Tant au niveau de la musique, des spectacles que de l’animation, tout est mis en place afin de vous divertir à la façon Poplife. Nous avons bien compris ce que les gens aiment et c’est pour cela que notre soirée est si populaire. Plusieurs DJs résidents se relaient aux tables tournantes dans la salle principale et le R’nB’/Hip Hop est à l’honneur dans le Bamboo bar. Toutes les nou- veautés musicales vous seront servies ainsi que les bons clas- siques. L’objectif de cette soirée est de vous amener à avoir tout sim- plement du plaisir… Plusieurs spé- ciaux sont offerts avant minuit et l’admission est gratuite pour tous avant 23h. Club Unity, 1171, rue Ste-Catherine Est. ",LES SAMEDIS – POPLIFE,FULL_ADDRESS,"Club Unity,",PLACE_NAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,42,"LES SAMEDIS WORKOUT  Musique house. Avec, en rotation, certains des meilleurs DJs de la planète et locaux. Au Parking, 1296, rue Amherst. ",LES SAMEDIS WORKOUT  Musique house.,FULL_ADDRESS,"1296, rue Amherst.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,42,"KARAOKÉ EN FOLIE Le meilleur karaoké avec Manon Vendette. Dès 21h, à la Taverne Normandie, 1295, rue Amherst. ",KARAOKÉ EN FOLIE Le meilleur karaoké,FULL_ADDRESS,"1295, rue Amherst.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,42,"SOIRÉE HOUSE CLUB STUD   DJ Mark Laflamme à compter de 22h. Bar Stud, 1812, rue Sainte- Catherine Est. ",SOIRÉE HOUSE CLUB STUD   DJ Mark,FULL_ADDRESS,"1812, rue Sainte- Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,42,"SPECTACLES DE PERSONNIFICATEURS FÉMININS Spectacles avec Gerry Cyr ou Alexandre Rémy, dès 21h. Le Karaoké suit les spectacles. Au Cocktail, 1669, rue Sainte-Cather- ine Est, Mtl.    ",SPECTACLES DE PERSONNIFICATEURS FÉMININS Spectacles avec,FULL_ADDRESS,Le Karaoké,PLACE_NAME,"1669, rue Sainte-Cather- ine Est, Mtl.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,42,"LES SAMEDIS DJS INVITÉS Sky Club, 3e étage du Complexe Sky, 1472, rue Sainte-Catherine Est. ",LES SAMEDIS DJS INVITÉS,FULL_ADDRESS,Complexe Sky,PLACE_NAME,"1472, rue Sainte-Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,42,"SAMEDIS MEILLEURS HITS Meilleurs hits en images et en mu- sique des années 80, 90 et 2000 avec DJ Mario Léonard. Club Tools, 1592, rue Sainte-Catherine Est.   ",SAMEDIS MEILLEURS HITS Meilleurs hits en,FULL_ADDRESS,"1592, rue Sainte-Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,42,"HIP HOP Musique hip hop tous les samedis avec DJ Star Q ou invités. Au Cabaret (2e étage) du Complexe Sky, 1474, rue Sainte-Catherine Est.  SHOW LIVE Tous les samedis avec des drag queens. Au Drugstore, 1366, rue Sainte-Catherine Est. ",Complexe Sky,PLACE_NAME,"1474, rue Sainte-Catherine Est.",FULL_ADDRESS,"1366, rue Sainte-Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,44,"SEX MUSIC Tous les 2iemes samedi du mois, dès 22h. Avec TheNaked DJ (Philippe David L.). Une soirée de danse sexy et spéciale dans un sauna ! Au Club Sauna, 961, rue Rachel Est �T. 514-528-1679 www.clubsauna.com  ou www.saunaduplateau.com/cs- sexmusicl.jpg ",SEX MUSIC Tous les,FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,44,"LA ROUE CHANCEUSE  Nouveau, 8 chances sur 16 de gag- ner des cartes de danse à 20 $. Au bar de danseurs nus Stock, 1171, rue Ste-Catherine Est. TOUS LES DIMANCHES ","LA ROUE CHANCEUSE  Nouveau, 8 chances sur",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,44,"LADIES' NIGHT Club Campus, 1111, rue Sainte- Catherine Est. ",LADIES' NIGHT Club,FULL_ADDRESS,"Campus, 1111, rue Sainte- Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,44,"LES APRÈS-MIDIS FURIEUSE  Avec Joey. Dès 15h, au club  Cam- pus, 1111, rue Ste-Catherine Est. ","1111, rue Ste-",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,44,"LES DIMANCHES DU RED-LITE L tradition des Dimanches du Red- Lite se poursuit avec une énergie renouve- lée. Red Lite, 1755, rue de Lierre à Laval. ",DIMANCHES DU RED,PLACE_NAME,"1755, rue de",FULL_ADDRESS,Laval,CITY,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,44,"MUSIQUE AVEC GERMAIN Tous les dimanches, dès 17h, on s’amuse avec ce musicien, à la Tav- erne Rocky, 1673, rue Sainte- Catherine Est.  ",MUSIQUE AVEC GERMAIN Tous les dimanches,FULL_ADDRESS,"1673, rue Sainte- Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,44,"5 À 7 VJ  Tous les dimanches, avec VJ Louis- Stéphane, le top 5 vidéo. Au Cabaret Mado, 1115, rue Sainte- Catherine Est. ",Mado,PLACE_NAME,", 1115, rue Sainte- Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,44,"LES DIMANCHES BEARS Dès 17h, un dimanche pour les Bears, avec Pizza, etc. Musique disco avec les DJ André et Karl (de 5 @ 7). Bar Stud, 1812, rue Sainte- Catherine Est. ","LES DIMANCHES BEARS Dès 17h, un dimanche pour",FULL_ADDRESS,"1812, rue Sainte- Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,44,"LES DIMANCHES TRINITY Dès 15h, le 3 est foi ! Au Bar Aigle Noir, 1315, rue Sainte-Catherine Est.   ","Noir, 1315, rue Sainte-Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,44,"CONCOURS KARAOKÉ Tous les dimanches, concours, plus de 1 000 $ en prix à gagner. Au Cocktail Club, 1169, rue Sainte- Catherine Est.  ",CONCOURS KARAOKÉ Tous les dimanches,FULL_ADDRESS,Cocktail Club,PLACE_NAME,", 1169, rue Sainte- Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,44,"SOIRÉES DJS Fin de soirée avec DJs et plancher de danse. Le Saloon, 1333, rue Sainte-Catherine Est, Mtl.  ",SOIRÉES DJS Fin,PLACE_NAME,Le Saloon,PLACE_NAME,"1333, rue Sainte-Catherine Est, Mtl.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,44,"SOIRÉE GAILAXIE Dès 19h30, une soirée animée et sympathique avec la Ligue d'impro gaie. Tous les dimanches soirs. Au Cabaret Mado, 1115, rue Sainte- Catherine Est. ","SOIRÉE GAILAXIE Dès 19h30, une soirée",FULL_ADDRESS,Mado,PLACE_NAME,", 1115, rue Sainte- Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,44,"AUDITIONS TABOO Soirée d’auditions à partir de 20h. Taboo, 1950, boul. de Maison- neuve.  ",AUDITIONS TABOO Soirée d’auditions à,FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,44,"T-DANCE T-dance et karaoke dès 16h. Agora, 1160, rue Mackay. ","1160, rue Mackay.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,44,"DIMANCHES DISCO BALL Musique disco. Club Tools, 1592, Sainte-Catherine E. SOIRÉE 2 POUR 1   Dès 21h, avec DJ maison Steve Couture. Au Stud, 1812, rue Sainte- Catherine Est.                       ",DIMANCHES DISCO BALL Musique disco.,FULL_ADDRESS,"1592, Sainte-Catherine E.",FULL_ADDRESS,"1812, rue Sainte- Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,44,"LUCKY 7 SUNDAYS Lancement le 7 mars. Avec en rota- tion les DJ Paskal & Vesselinov et Angel Moraes (de New York). En- trée gratuite pour les gens de l’in- dustrie du nightlife et le Staff du Village. Entrée à 7 $ (3 consomma- tions incluses). Parking Nightclub, 1296, rue Amherst. ",LUCKY 7 SUNDAYS Lancement le,FULL_ADDRESS,Village,ARRONDISSEMENT,"1296, rue Amherst.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,44,"LES DIMANCHES ROCKALICIOUS Ambiance Rock & blues, avec Bub- blicious et Slick. Tous les diman- ches dès 22h, au Bar Aigle Noir, 1315, rue Sainte-Catherine Est. ","LES DIMANCHES ROCKALICIOUS Ambiance Rock & blues, avec",FULL_ADDRESS,"Noir, 1315, rue Sainte-Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,44,"DREAM ACADÉMIE Tous les dimanches soirs dès 22h. Avec DJ Bobzilla. Au Cabaret Ma- do, 1115, rue Ste-Catherine Est. ",DREAM ACADÉMIE Tous les,FULL_ADDRESS,Ma-,CITY,"1115, rue Ste-",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,44,"KARAOKE EN FOLIE Avec Manon Vendette. Dès 21h, à la Taverne Normandie, 1295, rue Amherst. ",KARAOKE EN FOLIE Avec Manon Vendette.,FULL_ADDRESS,"1295, rue Amherst.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,44,"POUR HOMMES SEULEMENT Une soirée réservée aux hommes avec show érotique. Au club de danseurs nus JP, 1681, rue Sainte- Catherine Est. ÉVÉNEMENTS DU MOIS JEUDI 24 MARS PROGRESSIVE LIFESTYLE Avec DJ Oren. Au Circus Afterhours, 915, Sainte-Catherine Est. VENDREDI 25 MARS NORTHERN LIGHTS TOUR Avec les DJ Hakim Guelmi et François Lebaron. Au Circus After- hours, 915, Sainte-Catherine Est. VENDREDI 25 MARS MARIO BROSS & AMIS Célébration de l’anniversaire du DJ Mario Bross, avec huit autres DJ présents. Dès 20h au Ella Grill, 1237, rue Amherst. www.ella- grill.com ",POUR HOMMES SEULEMENT Une soirée réservée aux hommes,FULL_ADDRESS,"1681, rue Sainte- Catherine Est.",FULL_ADDRESS,MARS,CITY,LIFESTYLE Avec DJ Oren.,FULL_ADDRESS,MARS,PLACE_NAME,NORTHERN LIGHTS TOUR Avec les,FULL_ADDRESS,MARS MARIO BROSS &,FULL_ADDRESS,"1237, rue Amherst.",FULL_ADDRESS,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,44,"VENDREDI 25 MARS SOIRÉE DJ SHORT CUT Célébration de l’anniversaire du DJ Mario Bross, avec huit autres DJ présents. Dès 20h au Ella Grill, 1237, rue Amherst. ella-grill.com ",VENDREDI 25 MARS SOIRÉE DJ SHORT,FULL_ADDRESS,CUT Célébration de l’,FULL_ADDRESS,"1237, rue Amherst.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,
